A2m_Lrp1,A2m_Lrp1,A2m_Lrp1
Aanat_Mtnr1a,Aanat_Mtnr1a,Aanat_Mtnr1a
Aanat_Mtnr1b,Ace_Agtr2,Ace_Agtr2
Ace_Agtr2,Ace_Bdkrb2,Ace_Bdkrb2
Ace_Bdkrb2,Adam10_Axl,Adam10_Axl
Adam10_Axl,Adam10_Epha3,Adam10_Epha3
Adam10_Epha3,Adam12_Itga9,Adam12_Itga9
Adam12_Itga9,Adam12_Itgb1,Adam12_Itgb1
Adam12_Itgb1,Adam12_Sdc4,Adam12_Sdc4
Adam12_Sdc4,Adam15_Itga9,Adam15_Itga9
Adam15_Itga5,Adam15_Itgb1,Adam15_Itgb1
Adam15_Itga9,Adam15_Itga5,Adam15_Itga5
Adam15_Itgav,Adam15_Itgav,Adam15_Itgav
Adam15_Itgb1,Adam15_Itgb3,Adam15_Itgb3
Adam15_Itgb3,Adam17_Itgb1,Adam17_Itgb1
Adam17_Erbb4,Adam17_Itga5,Adam17_Itga5
Adam17_Itga5,Adam17_Erbb4,Adam17_Erbb4
Adam17_Itgb1,Adam17_Notch1,Adam17_Notch1
Adam17_Notch1,Adam2_Itga9,Adam2_Itga9
Adam2_Cd9,Adam2_Itgb1,Adam2_Itgb1
Adam2_Itga6,Adam2_Cd9,Adam2_Cd9
Adam2_Itga9,Adam2_Itga6,Adam2_Itga6
Adam2_Itgb1,Adam2_Itgb7,Adam2_Itgb7
Adam2_Itgb7,Adam23_Itga5,Adam23_Itga5
Adam23_Itga5,Adam23_Itgb3,Adam23_Itgb3
Adam23_Itgb3,Adam28_Itga4,Adam28_Itga4
Adam28_Itga4,Adam9_Itgb1,Adam9_Itgb1
Adam9_Itga3,Adam9_Itgav,Adam9_Itgav
Adam9_Itga6,Adam9_Itga6,Adam9_Itga6
Adam9_Itgav,Adam9_Itga3,Adam9_Itga3
Adam9_Itgb1,Adam9_Itgb5,Adam9_Itgb5
Adam9_Itgb5,Adcyap1_Adcyap1r1,Adcyap1_Adcyap1r1
Adcyap1_Adcyap1r1,Adcyap1_Sctr,Adcyap1_Sctr
Adcyap1_Sctr,Adcyap1_Vipr1,Adcyap1_Vipr1
Adcyap1_Vipr1,Adcyap1_Vipr2,Adcyap1_Vipr2
Adcyap1_Vipr2,Adipoq_Adipor1,Adipoq_Adipor1
Adipoq_Adipor1,Adipoq_Adipor2,Adipoq_Adipor2
Adipoq_Adipor2,Adm_Calcr,Adm_Calcr
Adm_Calcr,Adm_Calcrl,Adm_Calcrl
Adm_Calcrl,Adm_Gpr182,Adm_Gpr182
Adm_Gpr182,Adm_Ramp2,Adm_Ramp2
Adm_Mrgprb1,Adm2_Calcr,Adm2_Calcr
Adm_Mrgprx2,Adm2_Calcrl,Adm2_Calcrl
Adm_Ramp2,Adm2_Ramp1,Adm2_Ramp1
Adm2_Calcr,Agrn_Atp1a3,Agrn_Atp1a3
Adm2_Calcrl,Agrn_Lrp4,Agrn_Lrp4
Adm2_Ramp1,Agrn_Musk,Agrn_Musk
Agrn_Atp1a3,Agrp_Mc3r,Agrp_Mc3r
