AREG_EGFR,TGFB1_ITGAV,TGFB1_ITGAV,,
AREG_ERBB3,TGFB1_CAV1,#N/A,,
ARF1_CHRM3,TGFB1_ITGB8,TGFB1_ITGB8,,
ARF1_INSR,TGFB1_TGFBR3,TGFB1_TGFBR3,,
ARF1_PLD2,ICAM5_ITGAL,ICAM5_ITGAL,,
ARTN_GFRA1,ICAM5_ITGB2,ICAM5_ITGB2,,
ARTN_GFRA3,CEACAM5_CD1D,#N/A,,
ARTN_RET,COMP_ITGB1,#N/A,,
ASIP_ATRN,COMP_ITGB3,#N/A,,
ASIP_F11R,COMP_CD36,#N/A,,
ASIP_MC1R,HGF_NRP1,#N/A,,
ASIP_MC2R,HGF_MET,HGF_MET,,
ASIP_MC3R,HGF_CD44,HGF_CD44,,
ASIP_MC4R,HGF_ITGB1,#N/A,,
ASIP_MC5R,HGF_SDC2,HGF_SDC2,,
AVP_AVPR1A,HGF_SDC1,HGF_SDC1,,
AVP_AVPR1B,HGF_ST14,HGF_ST14,,
AVP_AVPR2,LAMB1_ITGB1,LAMB1_ITGB1,,
AVP_OXTR,LAMB1_ITGAV,#N/A,,
AZGP1_ITGAV,LAMB1_ITGA7,#N/A,,
B2M_CD1A,LAMB1_ITGA6,LAMB1_ITGA6,,
B2M_CD1B,LAMB1_ITGA1,#N/A,,
B2M_HFE,LAMB1_ITGA2,#N/A,,
B2M_HLA-F,LAMB1_ITGA3,#N/A,,
B2M_LILRB1,LAMB1_ITGB4,#N/A,,
BDNF_NGFR,WNT16_FZD6,#N/A,,
BDNF_NGFRAP1,NAMPT_ADORA2A,#N/A,,
BDNF_NTRK2,PON2_HTR2A,PON2_HTR2A,,
BDNF_SORT1,NPVF_NPFFR1,NPVF_NPFFR1,,
BGN_TLR2,NPVF_NPFFR2,NPVF_NPFFR2,,
BGN_TLR4,PDAP1_PDGFRB,PDAP1_PDGFRB,,
BMP10_ACVR2A,SERPINE1_ITGB5,#N/A,,
BMP10_ACVRL1,SERPINE1_LRP2,SERPINE1_LRP2,,
BMP10_BMPR1A,SERPINE1_LRP1,SERPINE1_LRP1,,
BMP10_BMPR1B,SERPINE1_ITGAV,#N/A,,
BMP10_BMPR2,SERPINE1_PLAUR,#N/A,,
BMP10_ENG,C5_ADRA2A,#N/A,,
BMP15_ACVR2A,C5_MTNR1A,#N/A,,
BMP15_BMPR1A,C5_GRM7,#N/A,,
BMP15_BMPR1B,C5_C5AR2,C5_C5AR2,,
BMP15_BMPR2,C5_C5AR1,C5_C5AR1,,
BMP2_ACVR1,TNFSF8_TNFRSF8,TNFSF8_TNFRSF8,,
BMP2_ACVR2A,RLN1_RXFP2,RLN1_RXFP2,,
BMP2_ACVR2B,RLN1_RXFP1,RLN1_RXFP1,,
BMP2_BMPR1A,CSF3_CSF1R,CSF3_CSF1R,,
BMP2_BMPR1B,CSF3_CSF3R,CSF3_CSF3R,,
BMP2_BMPR2,WNT3_LRP6,WNT3_LRP6,,
BMP2_ENG,WNT3_RYK,WNT3_RYK,,
BMP2_HFE2,WNT3_ROR2,#N/A,,
BMP3_ACVR2B,WNT3_FZD1,WNT3_FZD1,,
BMP4_BMPR1A,WNT3_FZD7,WNT3_FZD7,,
BMP4_BMPR1B,WNT3_FZD8,WNT3_FZD8,,
BMP4_BMPR2,WNT3_FZD5,#N/A,,
BMP5_BMPR1A,CCL2_CCR2,CCL2_CCR2,,
BMP6_ACVR1,CCL2_CCR4,CCL2_CCR4,,
BMP6_ACVR2A,CCL2_ACKR2,CCL2_ACKR2,,
BMP6_BMPR1A,CCL2_ACKR1,#N/A,,
BMP6_BMPR1B,CCL2_CCR1,CCL2_CCR1,,
BMP6_BMPR2,CCL2_CCR5,CCL2_CCR5,,
BMP7_ACVR1,CCL2_CCR10,CCL2_CCR10,,
BMP7_ACVR2A,CCL2_CCR3,CCL2_CCR3,,
BMP7_ACVR2B,CCL2_ACKR4,CCL2_ACKR4,,
BMP7_BMPR1A,CCL1_CCR8,CCL1_CCR8,,
BMP7_BMPR1B,CCL13_CCR2,CCL13_CCR2,,
BMP7_BMPR2,CCL13_ACKR2,CCL13_ACKR2,,
BMP7_ENG,CCL13_ACKR1,#N/A,,
BST1_CAV1,CCL13_CCR1,CCL13_CCR1,,
BTC_EGFR,CCL13_CCR5,CCL13_CCR5,,
BTC_ERBB2,CCL13_CCR3,CCL13_CCR3,,
BTC_ERBB3,CCL13_ACKR4,CCL13_ACKR4,,
BTC_ERBB4,CCL13_CXCR3,CCL13_CXCR3,,
BTLA_CD79A,CCL13_CCR9,#N/A,,
BTLA_VTCN1,COL1A1_CD44,COL1A1_CD44,,
C1QA_CD93,COL1A1_ITGB1,COL1A1_ITGB1,,
C1QA_CR1,COL1A1_ITGAV,#N/A,,
C1QA_CSPG4,COL1A1_CD36,COL1A1_CD36,,
C1QB_LRP1,COL1A1_ITGA1,#N/A,,
C1QTNF1_AVPR2,COL1A1_ITGA2,COL1A1_ITGA2,,
C1QTNF5_MFRP,COL1A1_ITGA5,COL1A1_ITGA5,,
C3_C3AR1,COL1A1_CD93,COL1A1_CD93,,
C3_C5AR2,COL1A1_FLT4,#N/A,,
C3_CD19,COL1A1_DDR2,COL1A1_DDR2,,
C3_CD46,COL1A1_ITGA11,COL1A1_ITGA11,,
C3_CR1,COL1A1_TMPRSS6,COL1A1_TMPRSS6,,
C3_ITGAM,COL1A1_DDR1,COL1A1_DDR1,,
C3_ITGAX,EFNB3_EPHB6,#N/A,,
C3_ITGB2,EFNB3_EPHB4,EFNB3_EPHB4,,
C3_LRP1,EFNB3_EPHB1,#N/A,,
C4A_C3AR1,EFNB3_EPHB3,EFNB3_EPHB3,,
C4A_C5AR2,EFNB3_EPHB2,EFNB3_EPHB2,,
C4A_CR1,EFNB3_EPHA4,EFNB3_EPHA4,,
C4BPA_BMPR2,EFNB3_RHBDL2,EFNB3_RHBDL2,,
C4BPA_CD40,VTN_ITGB5,#N/A,,
C4BPA_LRP1,VTN_ITGB1,#N/A,,
C4B_CD46,VTN_ITGB3,VTN_ITGB3,,
C4B_CR1,VTN_ITGB6,VTN_ITGB6,,
C5_C5AR1,VTN_ITGAV,VTN_ITGAV,,
C5_C5AR2,VTN_ITGB8,VTN_ITGB8,,
C5orf55_TRAF2,VTN_PLAUR,VTN_PLAUR,,
CALCA_CALCR,VTN_ITGA5,VTN_ITGA5,,
CALCA_CALCRL,VTN_ITGA8,VTN_ITGA8,,
CALCA_RAMP1,VTN_CD47,#N/A,,
CALCA_RAMP2,VTN_KDR,#N/A,,
CALCB_CALCR,VTN_ITGA2B,#N/A,,
CALCB_CALCRL,VTN_TNFRSF11B,VTN_TNFRSF11B,,
CALCB_RAMP1,VTN_PVR,VTN_PVR,,
CALR_ITGA2B,VTN_ITGA3,#N/A,,
CALR_ITGA3,IBSP_ITGB3,#N/A,,
CALR_ITGAV,IBSP_ITGAV,#N/A,,
CALR_LRP1,CXCL6_ADRA2A,#N/A,,
CALR_MTNR1A,CXCL6_MTNR1A,#N/A,,
CALR_SCARF1,CXCL6_GRM7,#N/A,,
CALR_TSHR,CXCL6_CXCR2,CXCL6_CXCR2,,
CAMP_FPR2,CXCL6_ACKR1,#N/A,,
CCK_CCKAR,CXCL6_CXCR1,CXCL6_CXCR1,,
CCK_CCKBR,IL2_IL2RA,IL2_IL2RA,,
CCL11_ACKR2,IL2_IL2RG,IL2_IL2RG,,
CCL11_ACKR4,IL2_CD53,IL2_CD53,,
CCL11_CCR2,IL2_NGFR,IL2_NGFR,,
CCL11_CCR3,IL2_IL2RB,IL2_IL2RB,,
CCL11_CCR5,APOC3_LRP2,#N/A,,
CCL11_CXCR3,APOC3_LRP1,#N/A,,
CCL13_ACKR2,APOC3_SDC2,#N/A,,
CCL13_ACKR4,APOC3_LDLR,#N/A,,
CCL13_CCR1,APOC3_TLR2,#N/A,,
CCL13_CCR2,KITLG_KIT,KITLG_KIT,,
CCL13_CCR3,KITLG_EPOR,KITLG_EPOR,,
CCL13_CCR5,CLEC2B_KLRF1,#N/A,,
CCL13_CXCR3,SELPLG_ITGB2,#N/A,,
CCL14_ACKR2,SELPLG_SELE,SELPLG_SELE,,
CCL14_CCR1,SELPLG_ITGAM,#N/A,,
CCL14_CCR3,SELPLG_ESAM,#N/A,,
CCL14_CCR5,SELPLG_SELL,SELPLG_SELL,,
CCL15_CCR1,SELPLG_SELP,SELPLG_SELP,,
CCL15_CCR3,IL23A_IL12RB1,IL23A_IL12RB1,,
CCL16_CCR1,IL23A_IL12RB2,#N/A,,
CCL16_CCR2,IL23A_IL23R,IL23A_IL23R,,
CCL16_CCR5,FGF6_FGFR2,FGF6_FGFR2,,
CCL16_CCR8,FGF6_FGFR4,FGF6_FGFR4,,
CCL16_HRH4,FGF6_FGFR1,FGF6_FGFR1,,
CCL17_CCR4,FGF6_FGFR3,FGF6_FGFR3,,
CCL17_CCR8,FGF6_SDC4,#N/A,,
CCL17_DARC,IL26_IL10RB,#N/A,,
CCL18_C14orf1,IL26_IL20RA,#N/A,,
CCL19_ACKR2,IFNG_IFNGR2,IFNG_IFNGR2,,
CCL19_ACKR4,IFNG_IFNGR1,IFNG_IFNGR1,,
CCL19_CCR10,GNB3_TGFBR1,GNB3_TGFBR1,,
CCL19_CCR7,GNB3_GABBR2,#N/A,,
CCL19_CCRL2,ULBP1_KLRK1,#N/A,,
CCL19_CXCR3,LAMA4_ITGB1,#N/A,,
CCL1_CCR8,LAMA4_ITGAV,#N/A,,
CCL20_CCR6,LAMA4_ITGA6,#N/A,,
CCL20_CXCR3,LAMA4_ITGA3,#N/A,,
CCL21_ACKR2,HBEGF_EGFR,HBEGF_EGFR,,
CCL21_ACKR4,HBEGF_ERBB4,HBEGF_ERBB4,,
CCL21_CCR7,HBEGF_ERBB2,HBEGF_ERBB2,,
CCL21_CXCR3,HBEGF_CD44,HBEGF_CD44,,
CCL22_CCR4,HBEGF_CD9,HBEGF_CD9,,
CCL23_CCR1,HBEGF_PRLR,#N/A,,
CCL24_CCR2,HBEGF_CD82,HBEGF_CD82,,
CCL24_CCR3,IL12B_IL12RB1,IL12B_IL12RB1,,
CCL25_ACKR2,IL12B_IL12RB2,IL12B_IL12RB2,,
CCL25_ACKR4,IL12B_IL23R,IL12B_IL23R,,
CCL25_CCR10,IL4_IL2RG,IL4_IL2RG,,
CCL25_CCR9,IL4_CD53,IL4_CD53,,
CCL26_CCR1,IL4_IL13RA2,IL4_IL13RA2,,
CCL26_CCR2,IL4_IL13RA1,IL4_IL13RA1,,
CCL26_CCR3,IL4_IL4R,IL4_IL4R,,
CCL27_ACKR2,IL5_CSF2RB,IL5_CSF2RB,,
CCL27_CCR10,IL5_IL5RA,IL5_IL5RA,,
CCL28_ACKR2,SEMA3G_NRP2,SEMA3G_NRP2,,
CCL28_CCR10,LTF_LRP1,LTF_LRP1,,
CCL28_CCR3,LTF_TFRC,#N/A,,
CCL2_ACKR2,HRG_ERBB2,#N/A,,
CCL2_ACKR4,HRG_FCGR1A,HRG_FCGR1A,,
CCL2_CCR1,HRG_ERBB3,#N/A,,
CCL2_CCR10,TFPI_LRP1,TFPI_LRP1,,
CCL2_CCR2,TFPI_SDC4,#N/A,,
CCL2_CCR3,TFPI_VLDLR,TFPI_VLDLR,,
CCL2_CCR4,TFPI_F3,#N/A,,
CCL2_CCR5,APOB_ITGB2,#N/A,,
CCL2_DARC,APOB_ADRB2,#N/A,,
CCL3L1_CCR1,APOB_LRP2,APOB_LRP2,,
CCL3L1_CCR3,APOB_LRP1,#N/A,,
CCL3L1_CCR5,APOB_ITGAM,#N/A,,
CCL3L3_ACKR2,APOB_LRP6,#N/A,,
CCL3L3_CCR5,APOB_LDLR,APOB_LDLR,,
CCL3_ACKR2,APOB_VLDLR,#N/A,,
CCL3_CCR1,APOB_OLR1,APOB_OLR1,,
CCL3_CCR3,APOB_CALCR,#N/A,,
CCL3_CCR4,APOB_MTTP,#N/A,,
CCL3_CCR5,APOB_LSR,APOB_LSR,,
CCL4_ACKR2,APOB_TLR6,#N/A,,
CCL4_CCR1,APOB_TLR4,#N/A,,
CCL4_CCR3,APOB_LRP8,#N/A,,
CCL4_CCR5,WNT6_FZD4,#N/A,,
CCL4_CCR8,PROC_ITGB2,#N/A,,
CCL5_ACKR2,PROC_ITGAM,#N/A,,
CCL5_ACKR4,PROC_THBD,PROC_THBD,,
CCL5_CCR1,PROC_PROCR,PROC_PROCR,,
CCL5_CCR3,ANGPTL1_TEK,ANGPTL1_TEK,,
CCL5_CCR4,CD160_TNFRSF14,#N/A,,
CCL5_CCR5,APOA1_LRP2,#N/A,,
CCL5_CXCR3,APOA1_LRP1,#N/A,,
CCL5_DARC,APOA1_LDLR,#N/A,,
CCL5_GPR75,APOA1_ABCA1,#N/A,,
CCL5_SDC1,FGF23_FGFR2,FGF23_FGFR2,,
CCL5_SDC4,FGF23_FGFR4,FGF23_FGFR4,,
CCL7_ACKR2,FGF23_FGFR1,FGF23_FGFR1,,
CCL7_ACKR4,FGF23_FGFR3,FGF23_FGFR3,,
CCL7_CCR1,FGF23_PHEX,FGF23_PHEX,,
CCL7_CCR10,FGF23_KL,#N/A,,
CCL7_CCR2,TGFB3_ITGB5,#N/A,,
CCL7_CCR3,TGFB3_ITGB1,#N/A,,
CCL7_CCR5,TGFB3_ENG,TGFB3_ENG,,
CCL7_CXCR3,TGFB3_TGFBR2,TGFB3_TGFBR2,,
CCL7_DARC,TGFB3_ITGB3,#N/A,,
CCL8_ACKR2,TGFB3_TGFBR1,TGFB3_TGFBR1,,
CCL8_ACKR4,TGFB3_ACVRL1,TGFB3_ACVRL1,,
CCL8_CCR1,TGFB3_ITGB6,#N/A,,
CCL8_CCR2,TGFB3_TGFBR3,TGFB3_TGFBR3,,
CCL8_CCR3,IFNA7_IFNAR2,IFNA7_IFNAR2,,
CCL8_CCR5,IFNA7_IFNAR1,IFNA7_IFNAR1,,
CCL8_DARC,IAPP_PTH1R,#N/A,,
CD14_ITGA4,IAPP_ADCYAP1R1,#N/A,,
CD14_ITGB1,IAPP_RAMP2,IAPP_RAMP2,,
CD24_SELP,IAPP_VIPR1,#N/A,,
CD34_SELL,IAPP_RAMP3,#N/A,,
CD55_CD97,IAPP_GPR20,#N/A,,
CD55_CR1,IAPP_ADRB2,#N/A,,
CD5L_CD5,IAPP_ADRB3,#N/A,,
CDH1_EGFR,IAPP_TSHR,#N/A,,
CDH1_IGF1R,IAPP_GPR84,#N/A,,
CDH1_ITGAE,IAPP_CALCR,IAPP_CALCR,,
CDH1_ITGB7,IAPP_RAMP1,IAPP_RAMP1,,
CDH1_PTPRF,TNFSF10_TNFRSF11B,TNFSF10_TNFRSF11B,,
CDH1_PTPRM,TNFSF10_TNFRSF10D,TNFSF10_TNFRSF10D,,
CEL_CXCR4,TNFSF10_RIPK1,#N/A,,
CFH_ITGAM,TNFSF10_TNFRSF10B,TNFSF10_TNFRSF10B,,
CFH_SELL,TNFSF10_TNFRSF10C,TNFSF10_TNFRSF10C,,
CGA_FSHR,TNFSF10_TNFRSF10A,TNFSF10_TNFRSF10A,,
CGA_LHCGR,GSTM2_RYR2,#N/A,,
CGA_TSHR,INHBA_ACVR1,INHBA_ACVR1,,
CGB_LHCGR,INHBA_ENG,INHBA_ENG,,
CGN_F11R,INHBA_SMAD3,#N/A,,
CHAD_ITGA2,INHBA_ACVR2B,INHBA_ACVR2B,,
CHAD_ITGB1,INHBA_BAMBI,INHBA_BAMBI,,
CLCF1_CNTFR,INHBA_ACVR1B,INHBA_ACVR1B,,
CLCF1_CRLF1,INHBA_TGFBR3,INHBA_TGFBR3,,
CLCF1_IL6ST,INHBA_ACVR2A,INHBA_ACVR2A,,
CLCF1_LIFR,INHA_ACVR1,#N/A,,
CNTF_CNTFR,INHA_ACVR2B,#N/A,,
CNTF_IL6R,INHA_TGFBR3,INHA_TGFBR3,,
CNTF_IL6ST,INHA_ACVR2A,INHA_ACVR2A,,
CNTF_LIFR,PI3_PLD2,#N/A,,
CNTN2_CNTN1,IL17C_IL17RE,#N/A,,
CNTN2_CNTNAP2,LYPD3_AGR2,#N/A,,
CNTN2_NRCAM,EREG_EGFR,EREG_EGFR,,
CNTN4_PTPRG,EREG_ERBB4,EREG_ERBB4,,
COL11A1_DDR1,EREG_ERBB2,#N/A,,
COL14A1_CD44,EREG_ERBB3,#N/A,,
COL18A1_GPC1,EFNB2_EPHB6,EFNB2_EPHB6,,
COL18A1_GPC4,EFNB2_EPHB4,EFNB2_EPHB4,,
COL18A1_ITGA5,EFNB2_EPHB1,EFNB2_EPHB1,,
COL18A1_ITGB1,EFNB2_EPHB3,EFNB2_EPHB3,,
COL18A1_KDR,EFNB2_EPHB2,EFNB2_EPHB2,,
COL1A1_CD36,EFNB2_EPHA4,EFNB2_EPHA4,,
COL1A1_CD44,EFNB2_EPHA6,EFNB2_EPHA6,,
COL1A1_CD93,EFNB2_EPHA3,EFNB2_EPHA3,,
COL1A1_DDR1,EFNB2_PECAM1,EFNB2_PECAM1,,
COL1A1_DDR2,EFNB2_RHBDL2,EFNB2_RHBDL2,,
COL1A1_ITGA11,EFNB2_GRM5,EFNB2_GRM5,,
COL1A1_ITGA2,EFNB2_GRM1,EFNB2_GRM1,,
